timestamp,object_x,error,turn_vel,left_setpoint,right_setpoint,object_found,robot_x,robot_y,robot_theta
4.68008,266.288,-106.288,-2.12576,-4.12576,4.12576,1,0.287877,2.56473e-06,1.28906e-05
4.7001,270.633,-110.633,-2.21267,-4.21267,4.21267,1,0.291756,2.61474e-06,1.28906e-05
4.72007,270.633,-110.633,-2.21267,-4.21267,4.21267,1,0.295272,2.66007e-06,1.28906e-05
4.74012,270.633,-110.633,-2.21267,-4.21267,4.21267,1,0.299023,2.70842e-06,1.28905e-05
4.7601,273.439,-113.439,-2.26878,-4.26878,4.26878,1,0.302796,2.75706e-06,1.28905e-05
4.78007,273.439,-113.439,-2.26878,-4.26878,4.26878,1,0.306592,2.88557e-06,1.12902e-05
4.80011,273.439,-113.439,-2.26878,-4.26878,4.26878,1,0.310616,3.05936e-06,9.50753e-06
4.82006,275.536,-115.536,-2.31072,-4.31072,4.31072,1,0.314251,3.17652e-06,8.11039e-06
4.84012,275.536,-115.536,-2.31072,-4.31072,4.31072,1,0.318102,3.28263e-06,6.83353e-06
4.86008,275.536,-115.536,-2.31072,-4.31072,4.31072,1,0.321973,3.37459e-06,5.73272e-06
4.88006,277.778,-117.778,-2.35556,-4.35556,4.35556,1,0.325854,3.4533e-06,4.78268e-06
4.90007,277.778,-117.778,-2.35556,-4.35556,4.35556,1,0.329955,3.52387e-06,3.92289e-06
4.92009,279.169,-119.169,-2.38337,-4.38337,4.38337,1,0.333457,3.57533e-06,3.28993e-06
4.94014,279.169,-119.169,-2.38337,-4.38337,4.38337,1,0.337387,3.62479e-06,2.67454e-06
4.96005,279.169,-119.169,-2.38337,-4.38337,4.38337,1,0.341332,3.66687e-06,2.14345e-06
4.98008,279.487,-119.487,-2.38974,-4.38974,4.38974,1,0.345287,3.70255e-06,1.6851e-06
5.00005,279.487,-119.487,-2.38974,-4.38974,4.38974,1,0.349455,3.73415e-06,1.27028e-06
5.02006,279.487,-119.487,-2.38974,-4.38974,4.38974,1,0.353211,3.75808e-06,9.48128e-07
5.04011,280.356,-120.356,-2.40712,-4.40712,4.40712,1,0.357178,3.77932e-06,6.53485e-07
5.06006,280.356,-120.356,-2.40712,-4.40712,4.40712,1,0.36115,3.79701e-06,3.99193e-07
5.08011,280.356,-120.356,-2.40712,-4.40712,4.40712,1,0.365129,3.81162e-06,1.79725e-07
5.10009,280.544,-120.544,-2.41088,-4.41088,4.41088,1,0.369321,3.82414e-06,-1.89057e-08
5.12007,280.544,-120.544,-2.41088,-4.41088,4.41088,1,0.373097,3.83324e-06,-1.73164e-07
5.14011,280.887,-120.887,-2.41774,-4.41774,4.41774,1,0.377084,3.84092e-06,-3.14254e-07
5.16006,280.887,-120.887,-2.41774,-4.41774,4.41774,1,0.381075,3.84689e-06,-4.36024e-07
5.18006,280.887,-120.887,-2.41774,-4.41774,4.41774,1,0.384858,3.85118e-06,-5.35966e-07
5.20006,282.178,-122.178,-2.44357,-4.44357,4.44357,1,0.389063,3.85461e-06,-6.31825e-07
5.22008,282.178,-122.178,-2.44357,-4.44357,4.44357,1,0.392854,3.85664e-06,-7.06271e-07
5.2401,282.178,-122.178,-2.44357,-4.44357,4.44357,1,0.396864,3.85784e-06,-7.74363e-07
5.26016,282.921,-122.921,-2.45842,-4.45842,4.45842,1,0.400669,3.85822e-06,-8.30251e-07
5.28006,282.921,-122.921,-2.45842,-4.45842,4.45842,1,0.404902,3.85788e-06,-8.83856e-07
5.30043,282.921,-122.921,-2.45842,-4.45842,4.45842,1,0.409143,3.85685e-06,-9.29766e-07
5.32007,283.677,-123.677,-2.47354,-4.47354,4.47354,1,0.412963,3.85542e-06,-9.65421e-07
5.34007,283.677,-123.677,-2.47354,-4.47354,4.47354,1,0.417,3.85345e-06,-9.98034e-07
5.36006,283.677,-123.677,-2.47354,-4.47354,4.47354,1,0.421044,3.85109e-06,-1.02618e-06
5.38078,283.725,-123.725,-2.4745,-4.4745,4.4745,1,0.424878,3.84852e-06,-1.04929e-06
5.40006,283.725,-123.725,-2.4745,-4.4745,4.4745,1,0.42914,3.84536e-06,-1.07145e-06
5.42011,283.596,-123.596,-2.47191,-4.47191,4.47191,1,0.432977,3.84227e-06,-1.08866e-06
5.44011,283.596,-123.596,-2.47191,-4.47191,4.47191,1,0.437028,3.8388e-06,-1.1044e-06
5.46011,283.596,-123.596,-2.47191,-4.47191,4.47191,1,0.441079,3.83513e-06,-1.11799e-06
5.48007,283.398,-123.398,-2.46796,-4.46796,4.46796,1,0.445129,3.8313e-06,-1.12972e-06
5.50006,283.398,-123.398,-2.46796,-4.46796,4.46796,1,0.449391,3.82711e-06,-1.14033e-06
5.52012,283.398,-123.398,-2.46796,-4.46796,4.46796,1,0.453012,3.82345e-06,-1.14815e-06
5.54012,280.687,-120.687,-2.41374,-4.41374,4.41374,1,0.457059,3.81925e-06,-1.15575e-06
5.56012,280.687,-120.687,-2.41374,-4.41374,4.41374,1,0.461096,3.81497e-06,-1.16231e-06
5.58006,280.687,-120.687,-2.41374,-4.41374,4.41374,1,0.464902,3.81087e-06,-1.16769e-06
5.60006,277.195,-117.195,-2.3439,-4.3439,4.3439,1,0.469118,3.80625e-06,-1.17286e-06
5.62008,277.195,-117.195,-2.3439,-4.3439,4.3439,1,0.472897,3.80206e-06,-1.17687e-06
5.64012,277.195,-117.195,-2.3439,-4.3439,4.3439,1,0.476857,3.79762e-06,-1.18054e-06
5.66006,272.891,-112.891,-2.25782,-4.25782,4.25782,1,0.480801,3.79315e-06,-1.1837e-06
5.68007,272.891,-112.891,-2.25782,-4.25782,4.25782,1,0.484721,3.78867e-06,-1.18643e-06
5.70009,267.091,-107.091,-2.14183,-4.14183,4.14183,1,0.488809,3.78397e-06,-1.18891e-06
5.7201,267.091,-107.091,-2.14183,-4.14183,4.14183,1,0.492451,3.63009e-06,1.91807e-06
5.74012,267.091,-107.091,-2.14183,-4.14183,4.14183,1,0.496243,3.37855e-06,5.45546e-06
5.76008,262.895,-102.895,-2.0579,-4.0579,4.0579,1,0.500006,3.21537e-06,8.53733e-06
5.78008,262.895,-102.895,-2.0579,-4.0579,4.0579,1,0.503738,3.09137e-06,1.11961e-05
5.80007,262.895,-102.895,-2.0579,-4.0579,4.0579,1,0.507626,2.99195e-06,1.35992e-05
5.82009,257.884,-97.8836,-1.95767,-3.95767,3.95767,1,0.511105,2.92799e-06,1.54651e-05
5.84012,257.884,-97.8836,-1.95767,-3.95767,3.95767,1,0.514749,2.88281e-06,1.71712e-05
5.86007,257.884,-97.8836,-1.95767,-3.95767,3.95767,1,0.51835,2.85702e-06,1.86431e-05
5.88008,252.217,-92.2168,-1.84434,-3.84434,3.84434,1,0.52174,2.84818e-06,1.98507e-05
5.90018,252.217,-92.2168,-1.84434,-3.84434,3.84434,1,0.525472,2.85339e-06,2.10086e-05
5.92005,246.746,-86.7461,-1.73492,-3.73492,3.73492,1,0.528784,2.86934e-06,2.19074e-05
5.94013,246.746,-86.7461,-1.73492,-3.73492,3.73492,1,0.532237,2.89599e-06,2.2729e-05
5.96008,246.746,-86.7461,-1.73492,-3.73492,3.73492,1,0.535635,2.93096e-06,2.34378e-05
5.98014,238.012,-78.0118,-1.56024,-3.56024,3.56024,1,0.539005,2.97345e-06,2.40491e-05
6.00006,238.012,-78.0118,-1.56024,-3.56024,3.56024,1,0.5425,3.02455e-06,2.46021e-05
6.02006,238.012,-78.0118,-1.56024,-3.56024,3.56024,1,0.545578,3.07462e-06,2.50312e-05
6.04011,229.548,-69.5484,-1.39097,-3.39097,3.39097,1,0.54879,3.13157e-06,2.54235e-05
6.06006,229.548,-69.5484,-1.39097,-3.39097,3.39097,1,0.55195,3.19171e-06,2.57617e-05
6.08007,229.548,-69.5484,-1.39097,-3.39097,3.39097,1,0.555038,3.25381e-06,2.60534e-05
6.10008,221.668,-61.6678,-1.23336,-3.23336,3.23336,1,0.558246,3.32162e-06,2.63172e-05
6.12007,221.668,-61.6678,-1.23336,-3.23336,3.23336,1,0.560777,3.3772e-06,2.65005e-05
6.14011,221.668,-61.6678,-1.23336,-3.23336,3.23336,1,0.563715,3.44369e-06,2.66905e-05
6.16007,214.834,-54.8339,-1.09668,-3.09668,3.09668,1,0.566612,3.51121e-06,2.68542e-05
6.18006,214.834,-54.8339,-1.09668,-3.09668,3.09668,1,0.569463,3.57931e-06,2.69954e-05
6.20007,208.183,-48.1827,-0.963654,-2.96365,2.96365,1,0.572399,3.65091e-06,2.71231e-05
6.22007,208.183,-48.1827,-0.963654,-2.96365,2.96365,1,0.574988,3.71519e-06,2.72221e-05
6.24011,208.183,-48.1827,-0.963654,-2.96365,2.96365,1,0.577657,3.7824e-06,2.73125e-05
6.26005,202.653,-42.6531,-0.853062,-2.85306,2.85306,1,0.580288,3.84958e-06,2.73905e-05
6.28008,202.653,-42.6531,-0.853062,-2.85306,2.85306,1,0.58288,3.91655e-06,2.74577e-05
6.30009,202.653,-42.6531,-0.853062,-2.85306,2.85306,1,0.585554,3.98633e-06,2.75184e-05
6.32007,197.872,-37.8717,-0.757434,-2.75743,2.75743,1,0.587935,4.04901e-06,2.75655e-05
6.34011,197.872,-37.8717,-0.757434,-2.75743,2.75743,1,0.590415,4.11479e-06,2.76085e-05
6.36008,197.872,-37.8717,-0.757434,-2.75743,2.75743,1,0.592726,4.17645e-06,2.76438e-05
6.38007,193.403,-33.4032,-0.668065,-2.66806,2.66806,1,0.594888,4.23449e-06,2.76728e-05
6.40011,193.403,-33.4032,-0.668065,-2.66806,2.66806,1,0.597402,4.30227e-06,2.77024e-05
6.42009,193.403,-33.4032,-0.668065,-2.66806,2.66806,1,0.599627,4.36253e-06,2.77253e-05
6.44011,190.412,-30.4125,-0.60825,-2.60825,2.60825,1,0.601955,4.4258e-06,2.77462e-05
6.46009,190.412,-30.4125,-0.60825,-2.60825,2.60825,1,0.604261,4.48869e-06,2.77643e-05
6.48006,187.233,-27.2325,-0.544651,-2.54465,2.54465,1,0.606538,4.551e-06,2.77798e-05
6.50012,187.233,-27.2325,-0.544651,-2.54465,2.54465,1,0.608907,4.61596e-06,2.77939e-05
6.52008,187.233,-27.2325,-0.544651,-2.54465,2.54465,1,0.61101,4.67375e-06,2.78047e-05
6.54011,183.232,-23.2316,-0.464632,-2.46463,2.46463,1,0.613213,4.7344e-06,2.78147e-05
